rank,nameEn,id,country,degree,deadline,sourceUrl,gapCount,gapFields
77,Scholarship For Undergraduate Students in History and Philosophy in Qeensland University in Australia,cmpfgv1qz005n56hih0yz32wg,Australia,Master,,https://www.for9a.com/en/opportunity/Scholarship-For-Undergraduate-Students-in-History-and-Philosophy-in-Qeensland-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
78,Latin America Scholarship at University of Essex in the UK,cmpfgposm003ra8cw308m94m3,United Kingdom,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/latin-america-scholarship-at-university-of-essex-in-the-uk,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
79,Master and PhD Scholarships for international students at Chulalongkorn University 2026,cmpfgppra003sa8cweva39904,Thailand,Master / PhD,,https://www.for9a.com/en/opportunity/master-and-phd-scholarships-for-international-students-at-chulalongkorn-university-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
80,Undergraduate & Postgraduate Business Scholarships at QUT in Australia,cmpfgvaze005z56hivwpl6qpq,Australia,Master,,https://www.for9a.com/en/opportunity/Undergraduate-Postgraduate-Business-Scholarships-at-QUT-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
81,Undergraduate Scholarship in Music to learn Piano at ANU in Australia 2026 Partially Funded,cmpfgve6f006356hisf6pzdcq,Australia,Master,,https://www.for9a.com/en/opportunity/undergraduate-scholarship-in-music-to-learn-piano-at-anu-in-australia-2026-partially-funded,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
82,"Undergraduate Scholarships in Business, Science and Art at QUT",cmpfgvfqi006556hi665g91un,Australia,Master,,https://www.for9a.com/en/opportunity/Undergraduate-Scholarships-in-Business-Science-and-Art-at-Queensland-University-of-Technology-in-Australia-2020,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
83,"Undergraduate Scholarships up to $20,000 in Business at Queensland University of Technology in Australia 2026",cmpfgvi7v006856hizzwlosra,Australia,Master,,https://www.for9a.com/en/opportunity/undergraduate-scholarships-up-to-20000-in-business-at-queensland-university-of-technology-in-australia-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
84,Partially Funded Postgraduate Scholarships from the University of South Australia,cmpfguggs004v56hiqda8hvv0,Australia,Master,,https://www.for9a.com/en/opportunity/Partially-Funded-Postgraduate-Scholarships-from-the-University-of-South-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
85,Nanyang Technological University Undergraduate Scholarship in Singapore 2026,cmpfgpyuw0042a8cw991x5hxz,Singapore,Master,,https://www.for9a.com/en/opportunity/nanyang-technological-university-undergraduate-scholarship-in-singapore-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
86,Bachelor Scholarship in Electrical Engineering from Dubai Electricity and Water Authority,cmpfgkhmz001bdu2iwllijluw,United Arab Emirates,Bachelor,,https://www.for9a.com/en/opportunity/Bachelor-Scholarship-in-Electrical-Engineering-from-Dubai-Electricity-and-Water-Authority,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
87,Fully and Partially Funded Scholarships for Bachelor Programs at TAGCUI,cmpfgl089001xdu2i2m23xz7x,Jordan,Bachelor,,https://www.for9a.com/en/opportunity/Fully-and-Partially-Funded-Scholarships-for-Bachelor-Programs-at-TAGCUI,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
88,PhD Scholarship in Biomedical Engineering and Materials at QUT in Australia,cmpfgurj1005a56hi7chzg6t7,Australia,PhD,,https://www.for9a.com/en/opportunity/PhD-Scholarship-in-Biomedical-Engineering-and-Materials-at-QUT-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
89,Partial Funded Scholarships for Undergraduates and Graduates at the University of Bradford in the UK,cmpfgvjq8006a56hi2989wa3k,United Kingdom,Master,,https://www.for9a.com/en/opportunity/university-of-bradford-country-specific-scholarships,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
90,"PhD Scholarships in Engineering up to $27,596 at QUT in Australia",cmpfgut37005c56hi0trrwhn8,Australia,PhD,,https://www.for9a.com/en/opportunity/PhD-Scholarships-in-Engineering-up-to-27-596-at-QUT-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
91,Fully Funded Undergraduate and Postgraduate Scholarships at Curtin University in Australia,cmpfgoygt002ya8cwdgsu2lre,Australia,Master,,https://www.for9a.com/en/opportunity/fully-funded-undergraduate-and-postgraduate-scholarships-at-curtin-university-in-australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
92,Phd Scholarships in Science and Mathematics at Queensland University of Technology in Australia,cmpfguuqs005e56hirjdd0r6k,Australia,PhD,,https://www.for9a.com/en/opportunity/Phd-Scholarships-in-Science-and-Mathematics-at-Queensland-University-of-Technology-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
93,Gerda Henkel Foundation's PhD Research Scholarships,cmpfgp9n4003aa8cwpbo59tes,Germany,PhD,,https://www.for9a.com/en/opportunity/Gerda-Henkel-Foundation-s-PhD-Research-Scholarships-2020,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
94,Research Scholarships for PhD Students Earth Science Research at ANU in Australia,cmpfguzd4005k56hiopmenfi1,Australia,PhD,,https://www.for9a.com/en/opportunity/Research-Scholarships-for-PhD-Students-Earth-Science-Research-at-ANU-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
95,Master's Scholarships for Talented Disabled People at the University of Cambridge 2026,cmpfgpulm003xa8cwbf218kuf,United Kingdom,Master,,https://www.for9a.com/en/opportunity/masters-scholarships-for-talented-disabled-people-at-the-university-of-cambridge-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
96,Medical Sciences PhD Scholarships at ANU in Australia,cmpfgpwb5003za8cwv94ey52a,Australia,PhD,,https://www.for9a.com/en/opportunity/Medical-Sciences-PhD-Scholarships-at-ANU-in-Australia-2020,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
97,New Zealand Government Scholarship for International Students 2026,cmpfgq29p0044a8cwc35nyz18,New Zealand,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/new-zealand-government-scholarship-for-international-students,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
98,Undergraduate & Postgraduate Engineering and Design Scholarships at QUT in Australia,cmpfgvc1f006056hi4el0peo8,Australia,Master,,https://www.for9a.com/en/opportunity/Undergraduate-Postgraduate-Engineering-and-Design-Scholarships-at-QUT-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
99,Partially Funded Bachelor of Commerce Scholarships from the University of Melbourne in Australia,cmpfgu23p004d56hiq9nwgmjv,Australia,Bachelor,,https://www.for9a.com/en/opportunity/Partially-Funded-Bachelor-of-Commerce-Scholarships-from-the-University-of-Melbourne-in-Australia-2021,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
100,Undergraduate & Postgraduate Engineering and Science Scholarships at QUT in Australia,cmpfgvcqz006156himg83r63o,Australia,Master,,https://www.for9a.com/en/opportunity/Undergraduate-Postgraduate-Engineering-and-Science-Scholarships-at-QUT-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
101,William and Janet Lahey Art Education & Visual Arts Scholarship at California State University,cmpfgvp56006h56hishbhd348,United States,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/william-and-janet-lahey-art-education-visual-arts-scholarship-at-california-state-university,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
102,Undergraduate Scholarship in English Literature in Qeensland University in Australia,cmpfgvdh4006256hizcp0z2gd,Australia,Master,,https://www.for9a.com/en/opportunity/Undergraduate-Scholarship-in-English-Literature-in-Qeensland-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
103,Undergraduate Scholarships from Seattle University in the United States,cmpfgvezv006456hikxlv6xzc,United States,Master,,https://www.for9a.com/en/opportunity/Undergraduate-Scholarships-from-Seattle-University-in-the-United-States,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
104,Master Scholarships in Business for International Students at Bond University in Australia,cmpfgpsvt003va8cwbyj7wv88,Australia,Master,,https://www.for9a.com/en/opportunity/Master-Scholarships-in-Business-for-International-Students-at-Bond-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
105,"Undergraduate Scholarships in Creative Arts, Communication and Design at Queensland University of Technology in Australia",cmpfgvgn3006656hihn170ypw,Australia,Master,,https://www.for9a.com/en/opportunity/Undergraduate-Scholarships-in-Creative-Arts-Communication-and-Design-at-Queensland-University-of-Technology-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
106,Undergraduate Scholarships in USA at Portland State University 2026,cmpfgvhhp006756hirj5m76uw,United States,Master,,https://www.for9a.com/en/opportunity/undergraduate-scholarships-in-usa-at-portland-state-university-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
107,Funded Law Master Scholarship for International Students at ANU in Australia,cmpfgp3ql0034a8cws7zmfhu1,Australia,Master,,https://www.for9a.com/en/opportunity/Funded-Law-Master-Scholarship-for-International-Students-at-ANU-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
108,Funded Scholarship for Undergraduate Students at Western Sydney in Australia,cmpfgp70w0037a8cwvnwk46bu,Australia,Master,,https://www.for9a.com/en/opportunity/Funded-Scholarship-for-Undergraduate-Students-at-Western-Sydney-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
109,University of Sydney International Scholarship for Postgraduates Students 2026,cmpfgvlhp006c56himdwurbyu,Australia,Master,,https://www.for9a.com/en/opportunity/university-of-sydney-international-scholarship-for-postgraduates-students-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
110,"Bachelor Scholarships up to $15,000 for International Students from ANU University in Australia",cmpfgkig6001cdu2iix5hn197,Australia,Bachelor,,https://www.for9a.com/en/opportunity/Bachelor-Scholarships-up-to-15-000-for-International-Students-from-ANU-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
111,Computing and Engineering Research PhD Scholarship at University of Surrey in UK,cmpfgkloz001gdu2is0z3vwf1,United Kingdom,PhD,,https://www.for9a.com/en/opportunity/Computing-and-Engineering-Research-PhD-Scholarship-at-University-of-Surrey-in-UK,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
112,Earliest Modern Human Colonisation Research Scholarship at ANU in Australia,cmpfgksja001odu2is1wbadii,Australia,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/-Earliest-Modern-Human-Colonisation-Research-Scholarship-at-ANU-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
113,Funded Bachelor Scholarship in Accountancy at QUT in Australia,cmpfgp1450031a8cw89jb9t6w,Australia,Bachelor,,https://www.for9a.com/en/opportunity/Funded-Bachelor-Scholarship-in-Accountancy-at-QUT-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
114,Funded MBA Scholarship from Queensland University of Technology in Australia 2026,cmpfgp4ro0035a8cwuk3jbqkw,Australia,Bachelor,,https://www.for9a.com/en/opportunity/funded-mba-scholarship-from-queensland-university-of-technology-in-australia-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
115,International Excellence Scholarship Bachelor's Degree at Birmingham University,cmpfgpjd6003la8cwjrw84112,United Kingdom,Bachelor,,https://www.for9a.com/en/opportunity/International-Excellence-Scholarship-Bachelor-s-Degree-at-Birmingham-University,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
116,Master Scholarships in Business for Africans at The University of Birmingham in the UK,cmpfgprxp003ua8cw0t8senqr,United Kingdom,Master,,https://www.for9a.com/en/opportunity/Master-Scholarships-in-Business-for-Africans-at-The-University-of-Birmingham-in-the-UK,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
117,Merit Excellence Scholarships Undergraduate and Graduate Students at Deakin University in Australia,cmpfgpy1i0041a8cwfql1mgh6,Australia,Master,,https://www.for9a.com/en/opportunity/Merit-Excellence-Scholarships-Undergraduate-and-Graduate-Students-at-Deakin-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
118,Partial Bachelor's Scholarships at the Canadian University Dubai 2026,cmpfgtztx004a56hitjzsd07y,United Arab Emirates,Bachelor,,https://www.for9a.com/en/opportunity/partial-bachelors-scholarships-at-the-canadian-university-dubai-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
119,Partially funded Bachelor's and Master's Scholarships at Swinburne University in Australia,cmpfgu2ur004e56hip6kas5qk,Australia,Master,,https://www.for9a.com/en/opportunity/Partially-funded-Bachelor-s-and-Master-s-Scholarships-at-Swinburne-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
120,Partially Funded Postgraduate Scholarships at Deakin University in Australia,cmpfgufq7004u56hi0lhjz6so,Australia,Master,,https://www.for9a.com/en/opportunity/Partially-Funded-Postgraduate-Scholarships-at-Deakin-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
121,Partially-Funded Scholarship for International Students at University of Tasmania in Australia,cmpfguh7g004w56hiurio8wia,Australia,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/Partially-Funded-Scholarship-for-International-Students-at-University-of-Tasmania-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
122,Partially Funded Scholarships for Undergraduates Student in ANU University in Australia,cmpfgul00005156hiwe3558b3,Australia,Master,,https://www.for9a.com/en/opportunity/Partially-Funded-Scholarships-for-Undergraduates-Student-in-ANU-University-in-Australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
123,Partially Funded Bachelor Scholarships at Pfeiffer University,cmpfgu4e2004g56hi421ekv88,United States,Bachelor,,https://www.for9a.com/en/opportunity/partially-funded-bachelor-scholarships-at-pfeiffer-university,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
124,Funded Bachelor's Scholarships in Science and Engineering from Nanyang Technological University in Singapore,cmpfgp1u50032a8cwyr2b77vo,Singapore,Bachelor,,https://www.for9a.com/en/opportunity/funded-bachelors-scholarships-in-science-and-engineering-from-nanyang-technological-university-in-singapore,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
125,Global Graduate Merit Scholarship for International Students at Melbourne Business School,cmpfgpc70003da8cwo6515vut,Australia,Master,,https://www.for9a.com/en/opportunity/global-graduate-merit-scholarship-for-international-students-at-melbourne-business-school,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
126,Merit Based Graduate Scholarship for UAE graduate Students by Abu Dhabi University,cmpfgpx1g0040a8cwj33zzlku,United Arab Emirates,Master,,https://www.for9a.com/en/opportunity/merit-based-graduate-scholarship-for-uae-graduate-students-by-abu-dhabi-university,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
127,Partially Funded Master’s Scholarships from the Faculty of Engineering and Information Technology at the University of Melbourne in Australia,cmpfgubn0004p56hisj2es2ao,Australia,Master,,https://www.for9a.com/en/opportunity/partially-funded-masters-scholarships-from-the-faculty-of-engineering-and-information-technology-at-the-university-of-melbourne-in-australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
128,Partially Funded Scholarship for a PhD in Australia at Curtin University,cmpfgue65004s56hip7ap8pgs,Australia,PhD,,https://www.for9a.com/en/opportunity/partially-funded-phd-scholarship-at-curtin-university-in-australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
129,Partial Undergraduate Scholarships in All Study Areas at the University of Maine,cmpfguqu0005956hib55erckc,United States,Master,,https://www.for9a.com/en/opportunity/Partial-Undergraduate-Scholarships-in-All-Study-Areas-at-the-University-of-Maine-2020,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
130,PhD Scholarships for Development Countries Students at the University of Cambridge 2026,cmpfgusbo005b56hiyg3j1ldv,United Kingdom,PhD,,https://www.for9a.com/en/opportunity/phd-scholarships-for-development-countries-students-at-the-university-of-cambridge-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
131,Mastercard Foundation Scholarship at the University of Pretoria,cmpfgpqx9003ta8cwkfg1pgk6,South Africa,Master,,https://www.for9a.com/en/opportunity/mastercard-foundation-scholarship-at-the-university-of-pretoria,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
132,"Partially Funded Master Scholarships of up to £9,000 from the University of Southampton",cmpfguvi6005f56hillrp4r0j,United Kingdom,Master,,https://www.for9a.com/en/opportunity/postgraduate-merit-scholarships,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
133,Starter Support Scholarship at Curtin University 2026,cmpfgkbnm0014du2iocv5fvgr,Australia,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/2026-starter-support-scholarship,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
134,Aberdeen Global Scholarship for Postgraduate Students from Africa,cmpfgkd9x0016du2it8jf0a9p,Egypt,Master,,https://www.for9a.com/en/opportunity/aberdeen-global-scholarship-for-postgraduate-students-from-africa,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
135,Alvernia University Undergraduate Scholarship in USA 2026-25 - Partially Funded,cmpfgket00018du2iq04d724h,United States,Master,,https://www.for9a.com/en/opportunity/alvernia-university-undergraduate-scholarship-in-usa-2026-25-partially-funded,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
136,Fully Funded Scholarships for Undergraduates Students at Abu Dhabi University,cmpfgkjza001edu2itetvgkli,United Arab Emirates,Master,,https://www.for9a.com/en/opportunity/chairman-scholarship-students,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
137,Computer Science Undergraduate Scholarships at Birmingham University in the UK,cmpfgkkt8001fdu2id3epm1qj,United Kingdom,Master,,https://www.for9a.com/en/opportunity/Computer-Science-Undergraduate-Scholarships-at-Birmingham-University-in-the-UK-2026-2027,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
138,Concordia University Entrance Scholarships for Bachelor's Students,cmpfgkmpe001hdu2iros6r9u8,Canada,Bachelor,,https://www.for9a.com/en/opportunity/concordia-university-entrance-scholarships-for-bachelors-students,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
139,CUSEF Young Leaders Scholarship 2026,cmpfgkohs001jdu2i7i12pp44,Canada,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/cusef-young-leaders-scholarship-2026,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
140,Partially Funded Scholarships for International Students at Curtin University in Australia,cmpfgkqyg001mdu2idtrfh6ah,Australia,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/destination-australia-scholarship-international-students,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
141,Dynamic Soft Matter Materials PhD Scholarship in Australia from QUT,cmpfgkrrj001ndu2ia712p2jd,Australia,PhD,,https://www.for9a.com/en/opportunity/Dynamic-Soft-Matter-Materials-PhD-Scholarship-in-Australia-from-QUT-2021,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
142,Earmarked PhD Scholarships for Researchers Covering Tuition Fees and Stipend at University of Queensland in Australia,cmpfgktaw001pdu2itwqvd0hi,Australia,PhD,,https://www.for9a.com/en/opportunity/earmarked-phd-scholarships-for-researchers-covering-tuition-fees-and-stipend-at-university-of-queensland-in-australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
143,Eric Bleumink Fund Scholarship for International Masters Students at the University of Groningen,cmpfgkvsm001sdu2ikx1hvhmr,Sudan,Master,,https://www.for9a.com/en/opportunity/eric-bleumink-fund-scholarship-for-international-masters-students-at-the-university-of-groningen,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
144,Funded Undergraduate Excellence Scholarships in Creative Industries in Australia,cmpfgp7v00038a8cwl99aut9t,Australia,Master,,https://www.for9a.com/en/opportunity/Funded-Undergraduate-Excellence-Scholarships-in-Creative-Industries-in-Australia-2026-2027,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
145,Graduate Research Scholarships for International Students at the University of Melbourne in Australia,cmpfgpe0m003fa8cw9toehua7,Australia,Master,,https://www.for9a.com/en/opportunity/graduate-research-scholarships-for-international-students-at-the-university-of-melbourne-in-australia,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
146,International Undergraduate Scholarships at University of Melbourne in Australia,cmpfgpk7q003ma8cwzzpssu0g,Australia,Master,,https://www.for9a.com/en/opportunity/International-Undergraduate-Scholarships-at-University-of-Melbourne-in-Australia-2019,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
147,Online Postgraduate Scholarships for International Students at Abertay University,cmpfgtx9o004756highlf5mvu,United Kingdom,Master,,https://www.for9a.com/en/opportunity/Online-Postgraduate-Scholarships-for-International-Students-at-Abertay-University-2019,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
148,Partially Funded Scholarships in Engineering in the University of Melbourne,cmpfguchi004q56hi6pzne055,Australia,Bachelor / Master / PhD,,https://www.for9a.com/en/opportunity/partially-funded-masters-scholarships-in-engineering-in-the-university-of-melbourne,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
149,Partially Funded Scholarship for Undergraduates in Nanyang Technological University in Singapore,cmpfgui19004x56hia9k8qpyw,Singapore,Master,,https://www.for9a.com/en/opportunity/partially-funded-scholarship-for-undergraduates-in-nanyang-technological-university-in-singapore,11,requirements|benefits|minimumAge|maximumAge|minimumGPA|englishRequirement|applicationFee|eligibleCountries|eligibleEducation|fieldOfStudy|requiredDocuments
